B2050,三角形判断,简单分支结构,T0,并列的if和if-else if的区别，情况的分类讨论,,,
B2044,有一门课不及格的学生,简单分支结构,T0,并列的if和if-else if的区别，情况的分类讨论,,,
P5711,闰年判断,简单分支结构,T0,闰年的判断,,,
P5716,月份天数,简单分支结构,T0,闰年的判断,,,
B3835,每月天数,简单分支结构,T0,闰年的判断,GESP202303一级,,
B3971,闰年,简单分支结构,T1-,闰年的判断,,,
B2059,奇数求和,简单循环结构（无批量处理）,T0,区间循环有判断,,,
B2060,满足条件的数累加,简单循环结构（无批量处理）,T0,区间循环有判断,,,
B3922,小杨报数,简单循环结构（无批量处理）,T0,区间循环有判断,GESP202312一级,,
B4001,立方数,简单循环结构（无批量处理）,T0,区间循环有判断,GESP202406一级,,
B3846,闰年求和,简单循环结构（无批量处理）,T1-,区间循环有判断,GESP样题一级,,
B3687,数字口袋,简单循环结构（无批量处理）,T1-,条件循环,,,
,,,,,,,
,,,,,,,
B2001,入门测试题目,不同类型的整数,T0,int范围不够，使用long long,,,
B2033,A*B 问题,不同类型的整数,T0,int范围不够，使用long long,,,
B2039,整数大小比较,不同类型的整数,T0,int范围不够，使用long long,,,
P5681,面积,不同类型的整数,T0,int范围不够，使用long long,CSP-J2019江西,,
B2016,浮点数向零舍入,不同类型的整数,T0,int范围不够，使用long long和double,,,
B2023,空格分隔输出,两种浮点数与保留小数位数,T0,直接输出,,,
B2022,输出保留 12 位小数的浮点数,两种浮点数与保留小数位数,T0,直接输出,,,
B2021,输出保留 3 位小数的浮点数,两种浮点数与保留小数位数,T0,直接输出,,,
P5706,再分肥宅水,两种浮点数与保留小数位数,T0,计算后输出,,,
B2012,甲流疫情死亡率,两种浮点数与保留小数位数,T0,计算后输出,,,
B2013,温度表达转化,两种浮点数与保留小数位数,T0,计算后输出,,,
B2015,计算并联电阻的阻值,两种浮点数与保留小数位数,T0,计算后输出,,,
B2014,与圆相关的计算,两种浮点数与保留小数位数,T0,计算后输出,,,
B2027,计算球的体积,两种浮点数与保留小数位数,T0,计算后输出,,,
B2011,计算分数的浮点数值,两种浮点数与保留小数位数,T0,计算后输出,,,
B2026,计算浮点数相除的余,两种浮点数与保留小数位数,T0,计算后输出,,,
B4062,温度转换,两种浮点数与保留小数位数,T0,计算后输出,GESP202412一级,,
B2047,分段函数,两种浮点数与保留小数位数,T0,判断+输出,,,
P1422,小玉家的电费,两种浮点数与保留小数位数,T0,判断+输出,,,
B2046,骑车与走路,两种浮点数与保留小数位数,T0,判断+输出。整数除整数，需要*1.0防精度丢失,,,
P5719,分类平均,两种浮点数与保留小数位数,T0,循环+输出,,,
P1035,级数求和,两种浮点数与保留小数位数,T1-,循环+输出,NOIP2002普及组,,
B2070,计算分数加减表达式的值,两种浮点数与保留小数位数,T0,循环+输出。整数除整数，需要*1.0防精度丢失,,,
B2069,求分数序列和,两种浮点数与保留小数位数,T1-,循环+输出。整数除整数，需要*1.0防精度丢失,,,
P5704,字母转换,ASCII码参与计算,T0,ASCII码参与算术计算,,,
B2038,奇偶 ASCII 值判断,ASCII码参与计算,T0,ASCII码参与逻辑计算,,,
B2036,输出绝对值,数学函数的使用,T0,fabs,,,
B2030,计算线段长度,数学函数的使用,T0,sqrt,,,
P5708,三角形面积,数学函数的使用,T0,sqrt,,,
B2031,计算三角形面积,数学函数的使用,T0,sqrt,,,
B2053,求一元二次方程,数学函数的使用,T0,sqrt,,,
B2062,乘方计算,数学函数的使用,T0,pow,,,
B2080,计算多项式的值,数学函数的使用,T0,pow,,,
B2034,计算 2 的幂,数学函数的使用,T0,pow。注意函数的返回值，防止科学计数法输出,,,
P8813,乘方,数学函数的使用,T1-,pow。注意函数的返回值，防止科学计数法输出,CSP-J2022,,
P5709,Apples Prologue / 苹果和虫子,数学函数的使用,T1-,ceil-floor-round,,,
B2029,大象喝水,数学函数的使用,T1-,ceil-floor-round,,,
B2048,计算邮资,数学函数的使用,T1-,ceil-floor-round,,,
B2063,人口增长问题,简单模拟算法,T0,次数循环,,,
P2669,金币,简单模拟算法,T1-,次数循环,NOIP2015普及组,,
B2076,球弹跳高度的计算,简单模拟算法,T1-,次数循环,,,
P5720,一尺之棰,简单模拟算法,T0,条件循环,,,
B2077,角谷猜想,简单模拟算法,T0,条件循环,,,
P1423,小玉在游泳,简单模拟算法,T0,条件循环,,,
B4079,金币,简单模拟算法,T1-,二分模拟算法，简单模拟会超时,CSP-X2019山东,,
B3839,累计相加,循环嵌套,T1-,子母计算,GESP202306一级,,
B2079,求出 e 的值,循环嵌套,T1-,子母计算,,,
B2028,反向输出一个三位数,取数位,T0,不需要循环的取数位,,,
B2081,与 7 无关的数,取数位,T0,不需要循环的取数位。分类讨论数的位数,,,
B3864,小明的幸运数,取数位,T0,不需要循环的取数位。分类讨论数的位数,GESP202309一级,,
B2082,数字统计,取数位,T0,标准的取数位,,,
B2078,含 k 个 3 的数,取数位,T0,标准的取数位,,,
B4036,数位之和,取数位,T0,标准的取数位,GESP202409二级,,
P1179,数字统计,取数位,T0,标准的取数位,NOIP2010普及组,,
P1980,计数问题,取数位,T0,标准的取数位,NOIP2013普及组,,
B4007,计数,取数位,T0,标准的取数位,GESP202406二级,,
P1307,数字反转,取数位,T0,取数位变式。处理负号和前导0,NOIP2011普及组,,
B3699,就要 62,取数位,T1-,取数位变式。处理两位,,,
B2073,求小数的某一位,取数位,T1-,取数位变式。增加小数点,,,
P5705,数字反转,取数位,T1-,取数位变式。增加小数点,,,
P5715,三位数排序,变量交换、排序、最值,T0,变量交换、排序、最值,,,
B2049,最大数输出,变量交换、排序、最值,T0,变量交换、排序、最值,,,
B2050,三角形判断,变量交换、排序、最值,T0,变量交换、排序、最值,,,
P4414,ABC,变量交换、排序、最值,T0,变量交换、排序、最值,,,
P5717,三角形分类,变量交换、排序、最值,T0,变量交换、排序、最值,,,
B2005,字符三角形,图形打印,T0,直接简单打印,,,
B2025,输出字符菱形,图形打印,T0,直接简单打印,,,
U190925,打印字母菱形,图形打印,T0,直接简单打印,,,
B3865,小杨的 X 字矩阵,图形打印,T0,控制图像形状,GESP202309二级,,
B2083,画矩形,图形打印,T0,控制图像形状,,,
B3924,小杨的H字矩阵,图形打印,T0,控制图像形状,GESP202312二级,,
B4037,小杨的 N 字矩阵,图形打印,T0,控制图像形状,GESP202409二级,,
B3955,小杨的日字矩阵,图形打印,T1-,控制图像形状,GESP202403二级,,
P1228,地毯填补问题,图形打印,T1,控制图像形状,,,
B4067,打印数字,图形打印,T0,控制图像内容,GESP202412三级,,
P5721,数字直角三角形,图形打印,T1-,控制图像内容。数字,,,
P5725,求三角形,图形打印,T1-,控制图像内容。数字,,,
B3700,九九乘方表,图形打印,T1-,控制图像内容。数字,,,
B3837,画三角形,图形打印,T0,控制图像内容。字母,GESP202303二级,,
B3844,画正方形,图形打印,T0,控制图像内容。字母,GESP样题二级,,
U372406,打印字母金字塔,图形打印,T1-,控制图像内容。字母,,,
B3838,时间规划,数学思想,T0,统一单位,GESP202306一级,,
P1421,小玉买文具,数学思想,T0,统一单位,,,
P1425,小鱼的游泳时间,数学思想,T0,统一单位,,,
B3847,当天的第几秒,数学思想,T0,统一单位,GESP样题一级,,
B4000,休息时间,数学思想,T0,统一单位,GESP202406一级,,
B2006,地球人口承载力估计,数学思想,T0,方程思想,,,
P5722,数列求和,数学思想,T1-,等差等比数列,,,
B2032,等差数列末项计算,数学思想,T0,等差等比数列,,,
P5534,等差数列,数学思想,T0,等差等比数列,,,
B2072,分苹果,数学思想,T0,等差等比数列,,,
B2024,输出浮点数,C语言输入输出,T0,【选讲内容】,,,
B2004,对齐输出,C语言输入输出,T0,【选讲内容】,,,
,,,,,,,
,,,,,,,
,,,,,,,
B2093,查找特定的值,批量处理数据（一维）,T0,批量处理数据,,,
P3156,询问学号,批量处理数据（一维）,T0,批量处理数据,,,
B4035,美丽数字,批量处理数据（一维）,T0,批量处理数据,GESP202409一级,,
B4063,奇数和偶数,批量处理数据（一维）,T0,批量处理数据,GESP202412一级,,
B2088,计算书费,批量处理数据（一维）,T0,批量处理数据（计算）,,,
B2056,求整数的和与均值,批量处理数据（一维）,T0,批量处理数据（计算）,,,
B2055,均值,批量处理数据（一维）,T0,批量处理数据（计算）,,,
B2054,求平均年龄,批量处理数据（一维）,T0,批量处理数据（计算）,,,
B2091,向量点积计算,批量处理数据（一维）,T0,批量处理数据（计算）,,,
B3954,乘法问题,批量处理数据（一维）,T0,批量处理数据（计算）,GESP202403二级,,
B2087,与指定数字相同的数的个数,批量处理数据（一维）,T0,批量处理数据（计数）,,,
P1046,陶陶摘苹果,批量处理数据（一维）,T0,批量处理数据（计数）,NOIP2005普及组,,
B2090,年龄与疾病,批量处理数据（一维）,T0,批量处理数据（计数）,,,
B2061,整数的个数,批量处理数据（一维）,T1-,批量处理数据（计数）。取数位,,,
B2068,统计满足条件的 4 位数,批量处理数据（一维）,T1-,批量处理数据（计数）。取数位,,,
B4065,数位和,批量处理数据（一维）,T1-,批量处理数据（计数）。取数位,GESP202412二级,,
P1420,最长连号,批量处理数据（一维）,T0,批量处理数据（周围元素）,,,
B2097,最长平台,批量处理数据（一维）,T0,批量处理数据（周围元素）,,,
B2089,数组逆序重存放,批量处理数据（一维）,T0,批量处理数据（周围元素）,,,
P5724,求极差 / 最大跨度值,批量处理数据（一维）,T0,批量处理数据（求最值）,,,
P5718,找最小值,批量处理数据（一维）,T0,批量处理数据（求最值）,,,
B2057,最高的分数,批量处理数据（一维）,T0,批量处理数据（求最值）,,,
B2094,不与最大数相同的数字之和,批量处理数据（一维）,T0,批量处理数据（求最值）,,,
B2095,白细胞计数,批量处理数据（一维）,T0,批量处理数据（求最值）,,,
P5726,打分,批量处理数据（一维）,T0,批量处理数据（求最值）,,,
B4004,寻找倍数,批量处理数据（一维）,T1-,批量处理数据（求最值）,GESP202406三级,,
B4066,数字替换,批量处理数据（一维）,T1-,批量处理数据（求最值）,GESP202412三级,,
B2067,药房管理,批量处理数据（一维）,T0,模拟算法（一维批量数据）,,,
B3848,逛商场,批量处理数据（一维）,T0,模拟算法（一维批量数据）,GESP样题三级,,
B2020,分糖果,批量处理数据（一维）,T1-,模拟算法（一维批量数据）,,,
P1089,津津的储蓄计划,批量处理数据（一维）,T1,模拟算法（一维批量数据）,NOIP2004提高组,,
B2058,奥运奖牌计数,批量处理数据（多维）,T1,二维数组（行遍历）,,,
P1085,不高兴的津津,批量处理数据（多维）,T0,二维数组（行遍历）,NOIP2004普及组,,
P1909,买铅笔,批量处理数据（多维）,T1-,二维数组（行遍历）,NOIP2016普及组,,
P5728,旗鼓相当的对手,批量处理数据（多维）,T1-,二维数组（行遍历）,,,
B2065,鸡尾酒疗法,批量处理数据（多维）,T1-,二维数组（行遍历）,CSP-X2019山东,,
B2099,矩阵交换行,批量处理数据（多维）,T0,二维数组（元素遍历）,,,
B2104,矩阵加法,批量处理数据（多维）,T0,二维数组（元素遍历）,,,
B2101,计算矩阵边缘元素之和,批量处理数据（多维）,T0,二维数组（元素遍历）,,,
B2103,图像相似度,批量处理数据（多维）,T0,二维数组（元素遍历）,,,
P10265,迷宫统计,批量处理数据（多维）,T0,二维数组（元素遍历）,GESP样题七级,,
B2106,矩阵转置,批量处理数据（多维）,T0,二维数组（元素遍历）,,,
P2670,扫雷游戏,批量处理数据（多维）,T1-,模拟算法（二维批量数据）。周围元素,NOIP2015普及组,,
P1789,插火把,批量处理数据（多维）,T1-,模拟算法（二维批量数据）。周围元素,,,
B2066,救援,批量处理数据（多维）,T1-,模拟算法（二维批量数据）,,,
P5729,工艺品制作,批量处理数据（多维）,T1-,高维数组,,,
B2105,矩阵乘法,矩阵变换,T1-,【选讲内容】,,,
B2107,图像旋转,矩阵变换,T1-,【选讲内容】,,,
P4924,魔法少女小Scarlet,矩阵变换,T2,【选讲内容】,,,
P1205,方块转换 Transformations,矩阵变换,T3-,【选讲内容】,,,
,,,,,,,
,,,,,,,
B2109,统计数字字符个数,字符串,T0,直接遍历字符串,,,
P5660,数字游戏,字符串,T0,直接遍历字符串,CSP-J2019,,
B2111,基因相关性,字符串,T0,直接遍历字符串,,,
B2114,配对碱基链,字符串,T0,直接遍历字符串,,,
P5015,标题统计,字符串,T0,直接遍历字符串,NOIP2018普及组,,
B3976,交题解,字符串,T0,直接遍历字符串,,,
P5733,自动修正,字符串,T0,ASCII码偏移量计算,,,
P9712,贴贴,字符串,T0,ASCII码偏移量计算,,,
B2113,输出亲朋字符串,字符串,T1-,ASCII码偏移量计算,,,
B3956,字母求和,字符串,T1-,ASCII码偏移量计算,GESP202403三级,,
P1200,你的飞碟在这儿 Your Ride Is Here,字符串,T1-,ASCII码偏移量计算,,,
B4069,字符排序,字符串,T1-,字符串函数应用（子串拼接，排序）,GESP202412四级,,
B2124,判断字符串是否为回文,字符串,T0,字符串函数应用（翻转，比较）,,,
B2118,验证子串,字符串,T0,字符串函数应用（子串检索与提取）,,,
B2119,删除单词后缀,字符串,T0,字符串函数应用（子串检索与提取，删除）,,,
B3769,制糊串,字符串,T0,字符串函数应用（子串检索与提取，比较）,,,
B4039,回文拼接,字符串,T1-,字符串函数应用（子串检索与提取，翻转，比较）,GESP202409三级,,
P5734,文字处理软件,字符串,T1,字符串函数应用（子串检索与提取，插入）,,,
B2117,整理药名,字符串,T0,字符串数组,,,
B2112,石头剪子布,字符串,T0,字符串数组,,,
P9459,浴眼盯真,字符串,T0,字符串数组,,,
P6565,最急救助,字符串,T0,字符串数组,,,
P1765,手机,字符串,T1,字符串数组,,,
B2131,甲流病人初筛,结构体,T0,结构体简单使用（无排序）,,,
P5744,培训,结构体,T0,结构体简单使用（无排序）,,,
P5742,评等级,结构体,T0,结构体简单使用（无排序）,,,
B2128,素数个数,函数,T0,质数判断函数,,,
B2137,判决素数个数,函数,T0,质数判断函数,,,
B3840,找素数,函数,T0,质数判断函数,GESP202306二级,,
B2085,第 n 小的质数,函数,T0,质数判断函数。判断顺序问题,,,
B2138,最大质因子序列,函数,T0,质数判断函数。判断顺序问题,,,
P5723,质数口袋,函数,T0,质数判断函数。判断顺序问题,,,
B2136,素数回文数的个数,函数,T1-,质数判断函数。质数判断+回文判断,,,
B2139,区间内的真素数,函数,T1-,质数判断函数。质数判断+取数位,,,
B3939,绝对素数,函数,T1-,质数判断函数。质数判断+取数位,GESP样题四级,,
B2129,"最大数 max(x,y,z)",函数,T0,其他函数,,,
P5735,距离函数,函数,T0,其他函数,,,
P5737,闰年展示,函数,T0,其他函数,,,
B2127,求正整数 2 和 n 之间的完全数,函数,T0,其他函数,,,
B3841,自幂数判断,函数,T1-,其他函数,GESP202306二级,,
P5738,歌唱比赛,函数,T1-,其他函数,,,
,,,,,,,
,,,,,,,
P1177,排序,数组的维护问题,T0,数组排序。排序后无序变有序,,,
B4041,区间排序,数组的维护问题,T0,数组排序。排序后无序变有序,GESP202409四级,,
U220785,整数奇偶排序,数组的维护问题,T0,数组排序。排序后无序变有序。自定义排序,,,
P5143,攀爬者,数组的维护问题,T0,数组排序。排序后无序变有序。结构体排序,,,
B3968,成绩排序,数组的维护问题,T1,数组排序。排序后无序变有序。结构体排序,GESP202403五级,,
B3866,数字黑洞,数组的维护问题,T1-,数组排序。排序后确定最值。自定义排序,GESP202309二级,,
B2125,最高分数的学生姓名,数组的维护问题,T0,数组排序。排序后确定最值。结构体排序,,,
P5740,最厉害的学生,数组的维护问题,T0,数组排序。排序后确定最值。结构体排序,,,
P1051,谁拿了最多奖学金,数组的维护问题,T1-,数组排序。排序后确定最值。结构体排序,NOIP2005提高组,,
P1781,宇宙总统,数组的维护问题,T0,数组排序。排序后确定最值。字符串排序,,,
P1923,求第 k 小的数,数组的维护问题,T0,数组排序。排序后确定位置,,,
P1093,奖学金,数组的维护问题,T0,数组排序。排序后确定位置。结构体排序,NOIP2007普及组,,
P1068,分数线划定,数组的维护问题,T1,数组排序。排序后确定位置。结构体排序,NOIP2009普及组,,
B2096,直方图,数组的维护问题,T0,数组桶计数。整数桶计数。统计出现几次,,,
P2911,Bovine Bones G,数组的维护问题,T0,数组桶计数。整数桶计数。统计出现几次,,,
B3867,小杨的储蓄,数组的维护问题,T0,数组桶计数。整数桶计数。统计出现几次,GESP202309三级,,
B4074,统计成绩,数组的维护问题,T0,数组桶计数。整数桶计数。统计出现几次,NOIP2018小学组（山东）,,
P2550,彩票摇奖,数组的维护问题,T1-,数组桶计数。整数桶计数。统计出现几次,,,
P1554,梦中的统计,数组的维护问题,T1-,数组桶计数。整数桶计数。统计出现几次,,,
P11227,扑克牌,数组的维护问题,T1-,数组桶计数。整数桶计数。统计出现几次,CSP-J2024,,
B3842,春游,数组的维护问题,T0,数组桶计数。整数桶计数。统计是否出现,GESP202306三级,,
P1152,欢乐的跳,数组的维护问题,T0,数组桶计数。整数桶计数。统计是否出现,,,
B4068,Recamán,数组的维护问题,T1,数组桶计数。整数桶计数。统计是否出现,GESP202412四级,,
P1271,选举学生会,数组的维护问题,T0,数组桶计数。整数桶计数。桶排序,,,
B2110,找第一个只出现一次的字符,数组的维护问题,T0,数组桶计数。字符桶计数,,,
P6263,STROJOPIS,数组的维护问题,T1-,数组桶计数。字符桶计数,,,
P1125,笨小猴,数组的维护问题,T1,数组桶计数。字符桶计数,NOIP2008提高组,,
P1138,第 k 小整数,数组的维护问题,T0,数组去重,,,
B2098,整数去重,数组的维护问题,T0,数组去重,,,
P1059,明明的随机数,数组的维护问题,T0,数组去重,NOIP2006普及组,,
P11227,扑克牌,数组的维护问题,T1-,数组去重,CSP-J2024,,
P3913,车的攻击,数组的维护问题,T1,数组去重,,,
P1897,电梯里的尴尬,数组的维护问题,T1,数组去重,,,
B3612,求区间和,数组的维护问题,T0,数组前缀和（一维）,,,
P1614,爱与愁的心痛,数组的维护问题,T1-,数组前缀和（一维）,,,
B4038,平衡序列,数组的维护问题,T1-,数组前缀和（一维）,GESP202409三级,,
P6568,水壶,数组的维护问题,T1,数组前缀和（一维）,,,
P1427,小鱼的数字游戏,数组的存储问题,T0,未知规模存储。输入的数组元素个数未知,,,
P1042,乒乓球,数组的存储问题,T1-,未知规模存储。输入的数组元素个数未知,NOIP2003普及组,,
P5727,冰雹猜想,数组的存储问题,T0,未知规模存储。过程中生成的元素个数未知,,,
P5736,质数筛,数组的存储问题,T0,动态数组vector。删除操作,,,
P1059,明明的随机数,数组的存储问题,T0,动态数组vector。删除操作,NOIP2006普及组,,
P5727,冰雹猜想,数组的存储问题,T0,动态数组vector。动态存储,,,
P5741,旗鼓相当的对手 - 加强版,数组的存储问题,T1-,动态数组vector。动态存储,,,
P1428,小鱼比可爱,数组的遍历问题,T1-,一维数组。双指针遍历,,,
P1102,A-B 数对,数组的遍历问题,T1,一维数组。双指针遍历,,,
B2102,计算鞍点,数组的遍历问题,T1-,二维数组。拓展数组记录额外信息,,,
B2108,图像模糊处理,数组的遍历问题,T1-,二维数组。新旧数组迭代更新,,,
P5731,蛇形方阵,数组的遍历问题,T1,二维数组。调整数组遍历方向,,,
P11228,地图探险,数组的遍历问题,T1,二维数组。调整数组遍历方向,CSP-J2024,,
B2100,同行列对角线的格,数组的遍历问题,T1-,二维数组。去二维化,,,
B2120,单词的长度,数组的遍历问题,T1-,字符串。单词分割,,,
B2122,单词翻转,数组的遍历问题,T1-,字符串。单词分割,,,
B2135,单词替换,数组的遍历问题,T1-,字符串。单词分割,,,
B2121,最长最短单词,数组的遍历问题,T1-,字符串。单词分割,,,
P1308,统计单词数,数组的遍历问题,T1,字符串。单词分割,NOIP2011普及组,,
B3674,标题修改,数组的遍历问题,T1,字符串。单词分割,,,
P1914,小书童——凯撒密码,数组的遍历问题,T0,字符串。循环遍历ASCII码表,,,
B2115,密码翻译,数组的遍历问题,T0,字符串。循环遍历ASCII码表,,,
B4003,移位,数组的遍历问题,T0,字符串。循环遍历ASCII码表,GESP202406三级,,
B2116,加密的病历单,数组的遍历问题,T1-,字符串。循环遍历ASCII码表,,,
B2061,整数的个数,批量处理数据（一维）,T1-,字符串。使用字符串处理数字。分段输入,,,
B2068,统计满足条件的 4 位数,批量处理数据（一维）,T1-,字符串。使用字符串处理数字。分段输入,,,
B4065,数位和,批量处理数据（一维）,T1-,字符串。使用字符串处理数字。分段输入,GESP202412二级,,
B4075,11的倍数,批量处理数据（一维）,T1-,字符串。使用字符串处理数字。分段输入,NOIP2018小学组（山东）,,
B2130,简单算术表达式求值,数组的遍历问题,T1-,字符串。使用字符串处理数字。分段输入,,,
B3926,单位转换,数组的遍历问题,T1,字符串。使用字符串处理数字。分段输入,GESP202312三级,,
P1957,口算练习题,数组的遍历问题,T1,字符串。使用字符串处理数字。分段输入,,,
B2126,连续出现的字符,数组的遍历问题,T1-,字符串。格式条件检索,,,
B2123,字符串 p 型编码,数组的遍历问题,T1,字符串。格式条件检索,,,
P6382,Car,数组的遍历问题,T1-,字符串。格式条件检索,,,
P1597,语句解析,数组的遍历问题,T1,字符串。格式条件检索,,,
P1055,ISBN 号码,数组的遍历问题,T1,字符串。格式条件检索,NOIP2008普及组,,
B2142,求 1+2+3+...+N 的值,递归函数与递推,T1-,公式递归,,,
P5739,计算阶乘,递归函数与递推,T1-,公式递归,,,
B2145,digit 函数,递归函数与递推,T1-,公式递归,,,
B2144,阿克曼（Ackermann）函数,递归函数与递推,T1-,公式递归,,,
B2146,Hermite 多项式,递归函数与递推,T1-,公式递归,,,
B2147,"求 f(x,n)",递归函数与递推,T1-,公式递归,,,
B2148,"再求 f(x,n)",递归函数与递推,T1-,公式递归,,,
P5743,猴子吃桃,递归函数与递推,T1,公式递归,,,
B3925,小猫分鱼,递归函数与递推,T1,公式递归,GESP202312三级,,
P1720,月落乌啼算钱（斐波那契数列）,递归函数与递推,T1-,斐波那契模型,,,
B2064,斐波那契数列,递归函数与递推,T1-,斐波那契模型,,,
P10250,下楼梯,递归函数与递推,T1-,斐波那契模型,GESP样题六级,,
B3923,小杨做题,递归函数与递推,T1-,斐波那契模型,GESP202312二级,,
B2069,求分数序列和,递归函数与递推,T1,斐波那契模型,,,
P1116,车厢重组,简单排序算法,T1,【选讲内容】,,,
P10719,黑白格,前缀差分,T2-,【选讲内容】,GESP202406五级,,
P1719,最大加权矩形,前缀差分,T2-,【选讲内容】,,,
B3693,数列前缀和 4,前缀差分,T2-,【选讲内容】,,,
P1387,最大正方形,前缀差分,T2-,【选讲内容】,,,
P2004,领地选择,前缀差分,T2-,【选讲内容】,,,
P2822,组合数问题,前缀差分,T2-,【选讲内容】,NOIP2016提高组,,
P2038,无线网络发射器选址,前缀差分,T3-,【选讲内容】,NOIP2014提高组,,
P5542,Painting The Barn S,前缀差分,T3-,【选讲内容】,,,
P2367,语文成绩,前缀差分,T2-,【选讲内容】,,,
P4552,IncDec Sequence,前缀差分,T2-,【选讲内容】,,,
P9094,Mieszanie kolorów,前缀差分,T2-,【选讲内容】,,,
P3397,地毯,前缀差分,T2-,【选讲内容】,,,
P3406,海底高铁,前缀差分,T2,【选讲内容】,,,
P1083,借教室,前缀差分,T3-,【选讲内容】,NOIP2012提高组,,
,,,,,,,
,,,,,,,
B2074,计算星期几,数论I,T1-,模运算。利用复合模运算性质（幂模运算）,,,
B2075,幂的末尾,数论I,T1-,模运算。利用复合模运算性质（幂模运算）,,,
B3921,小杨的考试,数论I,T0,模运算。计算周期性结果,GESP202312一级,,
P1424,小鱼的航程（改进版）,数论I,T0,模运算。计算周期性结果,,,
P5707,上学迟到,数论I,T1-,模运算。计算周期性结果,,,
P9748,小苹果,数论I,T1,模运算。计算周期性结果,CSP-J2023,,
P7909,分糖果,数论I,T1,模运算。计算周期性结果,CSP-J2021,,
U400713,约瑟夫问题,数论I,T1-,模运算。模拟周期性过程,,,
B2020,分糖果,数论I,T1-,模运算。模拟周期性过程。循环遍历数组,,,
U315785,石头剪刀布,数论I,T1-,模运算。模拟周期性过程。循环遍历数组,,,
P1328,生活大爆炸版石头剪刀布,数论I,T1,模运算。模拟周期性过程。循环遍历数组,NOIP2014提高组,,
P1914,小书童——凯撒密码,数论I,T0,模运算。模拟周期性过程。循环遍历ASCII码表,,,
B2115,密码翻译,数论I,T0,模运算。模拟周期性过程。循环遍历ASCII码表,,,
B2116,加密的病历单,数论I,T1-,模运算。模拟周期性过程。循环遍历ASCII码表,,,
B3953,找因数,数论I,TO,整数唯一分解定理/分解质因数,GESP202403一级,,
B2127,求正整数 2 和 n 之间的完全数,数论I,T0,整数唯一分解定理/分解质因数,,,
P1075,质因数分解,数论I,TO,整数唯一分解定理/分解质因数,NOIP2012普及组,,
B3871,因数分解,数论I,T1-,整数唯一分解定理/分解质因数,GESP202309五级,,
P2626,斐波那契数列（升级版）,数论I,T1-,整数唯一分解定理/分解质因数,,,
P10720,小杨的幸运数字,数论I,T1-,整数唯一分解定理/分解质因数,GESP202406五级,,
B4070,奇妙数字,数论I,T1,整数唯一分解定理/分解质因数,GESP202412五级,,
P1403,约数研究,数论I,T1-,因倍数。公因数性质,,,
B3634,最大公约数和最小公倍数,数论I,TO,因倍数。求gcd和lcm,,,
P1029,最大公约数和最小公倍数问题,数论I,TO,因倍数。求gcd和lcm,NOIP2001普及组,,
P4057,晨跑,数论I,T1,因倍数。求gcd和lcm,,,
